Higher Trade and Delivery Quantity,
Date: 13-Apr-2026,
Major Stocks,
Generated by and for: ratnesh.gold@gmail.com,

Stock Name,Symbol,Exch,Sector Name,Industry Name,Delivered Qty,Delv Times (x),Avg Delv Qty,Traded Qty,Traded Times (x),Avg Traded Qty,Close,Chg %,Symbol with Comma for External Upload
JSW Energy Ltd.,JSWENERGY,NSE,Power,Power Generation/Distribution,2868732.00,2.35,1220169.00,8068921.00,3.07,2631038.00,509.60,4.24,"JSWENERGY,"
Maruti Suzuki India Ltd.,MARUTI,NSE,Automobile & Ancillaries,Automobiles - Passenger Cars,698490.00,2.35,296975.00,1347910.00,2.42,558064.00,13076.00,-4.62,"MARUTI,"
Inox Wind Ltd.,INOXWIND,NSE,Capital Goods,Electric Equipment,6425247.00,2.34,2746312.00,22039668.00,2.14,10315691.00,87.55,0.77,"INOXWIND,"
NLC India Ltd.,NLCINDIA,NSE,Power,Power Generation/Distribution,1455069.00,2.28,638338.00,3026013.00,2.02,1501334.00,271.80,1.72,"NLCINDIA,"
Sona BLW Precision Forgings Ltd.,SONACOMS,NSE,Automobile & Ancillaries,Auto Ancillary,2183453.00,2.16,1010011.00,5054129.00,2.16,2345293.00,569.30,2.72,"SONACOMS,"
Cera Sanitaryware Ltd.,CERA,NSE,Construction Materials,Ceramics/Marble/Granite/Sanitaryware,15579.00,2.14,7266.00,31954.00,1.84,17366.00,5217.90,1.08,"CERA,"
Ajanta Pharma Ltd.,AJANTPHARM,NSE,Healthcare,Pharmaceuticals & Drugs,79926.00,2.06,38734.00,158453.00,2.06,77082.00,2897.30,3.25,"AJANTPHARM,"
ACC Ltd.,ACC,NSE,Construction Materials,Cement & Construction Materials,155320.00,2.01,77141.00,330446.00,1.71,193428.00,1410.50,-0.99,"ACC,"
CESC Ltd.,CESC,NSE,Power,Power Generation/Distribution,1228021.00,2.00,614670.00,3485814.00,2.50,1395287.00,160.83,2.10,"CESC,"
JBM Auto Ltd.,JBMA,NSE,Automobile & Ancillaries,Auto Ancillary,651408.00,2.00,325035.00,5884400.00,2.16,2724685.00,624.60,2.15,"JBMA,"
JSW Dulux Ltd.,JSWDULUX,NSE,Chemicals,Paints,30996.00,1.99,15585.00,48505.00,2.24,21647.00,2986.80,0.37,"JSWDULUX,"
Torrent Pharmaceuticals Ltd.,TORNTPHARM,NSE,Healthcare,Pharmaceuticals & Drugs,445318.00,1.99,223387.00,701920.00,1.71,411367.00,4181.00,0.62,"TORNTPHARM,"
Asahi India Glass Ltd.,ASAHIINDIA,NSE,Construction Materials,Glass,129369.00,1.95,66317.00,339489.00,2.88,117853.00,828.00,-4.81,"ASAHIINDIA,"
Nava Ltd.,NAVA,NSE,Ferro Manganese,Ferro & Silica Manganese,289818.00,1.95,148850.00,668139.00,1.92,347700.00,608.50,1.09,"NAVA,"
HFCL Ltd.,HFCL,NSE,Telecom,Telecom-Infrastructure,22340228.00,1.94,11540519.00,71995655.00,1.86,38677728.00,86.00,1.90,"HFCL,"
Aditya Infotech Ltd.,CPPLUS,NSE,Trading,Trading,190737.00,1.92,99120.00,421618.00,1.90,221860.00,1954.20,3.16,"CPPLUS,"
Blue Jet Healthcare Ltd.,BLUEJET,NSE,Healthcare,Pharmaceuticals & Drugs,392409.00,1.91,205798.00,1003766.00,2.18,459499.00,402.60,-1.04,"BLUEJET,"
Samvardhana Motherson International Ltd.,MOTHERSON,NSE,Automobile & Ancillaries,Auto Ancillary,25694505.00,1.91,13475535.00,42045762.00,1.51,27914268.00,119.11,-2.50,"MOTHERSON,"
Waaree Energies Ltd.,WAAREEENER,NSE,Capital Goods,Electric Equipment,930652.00,1.91,487453.00,3262309.00,2.07,1577279.00,3334.80,1.63,"WAAREEENER,"
Grasim Industries Ltd.,GRASIM,NSE,Construction Materials,Cement & Construction Materials,727041.00,1.87,388507.00,1259991.00,1.76,713885.00,2713.00,-1.08,"GRASIM,"
Eris Lifesciences Ltd.,ERIS,NSE,Healthcare,Pharmaceuticals & Drugs,51433.00,1.85,27763.00,93331.00,1.81,51531.00,1390.10,1.36,"ERIS,"
Just Dial Ltd.,JUSTDIAL,NSE,Information Technology,BPO/ITeS,147280.00,1.84,80082.00,317835.00,1.54,205974.00,571.45,-1.73,"JUSTDIAL,"
Embassy Developments Ltd.,EMBDL,NSE,Realty,Construction - Real Estate,1931945.00,1.76,1100499.00,1931945.00,1.76,1100499.00,50.21,-5.00,"EMBDL,"
Olectra Greentech Ltd.,OLECTRA,NSE,Automobile & Ancillaries,Automobiles-Trucks/Lcv,513295.00,1.75,293715.00,3066786.00,2.15,1424764.00,1213.15,2.44,"OLECTRA,"
V-Guard Industries Ltd.,VGUARD,NSE,Capital Goods,Electric Equipment,168794.00,1.72,98058.00,354130.00,1.69,209308.00,313.85,-2.42,"VGUARD,"
Gujarat Mineral Development Corporation Ltd.,GMDCLTD,NSE,Mining,Mining & Minerals,1245062.00,1.69,736569.00,4431370.00,1.70,2614370.00,614.60,1.91,"GMDCLTD,"
ICICI Bank Ltd.,ICICIBANK,NSE,Banking,Bank - Private,18870489.00,1.64,11491653.00,30572141.00,1.50,20381088.00,1351.10,2.21,"ICICIBANK,"
The New India Assurance Company Ltd.,NIACL,NSE,Finance,Insurance,1880317.00,1.62,1158654.00,29343939.00,1.87,15675978.00,171.67,10.25,"NIACL,"
Torrent Power Ltd.,TORNTPOWER,NSE,Power,Power Generation/Distribution,312546.00,1.62,192408.00,700745.00,1.64,426948.00,1473.60,0.12,"TORNTPOWER,"
Gujarat State Fertilizers & Chemicals Ltd.,GSFC,NSE,Chemicals,Fertilizers,680480.00,1.59,426808.00,1768725.00,1.67,1058770.00,167.44,2.25,"GSFC,"
Welspun Corp Ltd.,WELCORP,NSE,Iron & Steel,Steel & Iron Products,597834.00,1.59,376005.00,1596527.00,2.09,762221.00,1005.50,4.54,"WELCORP,"
Solar Industries India Ltd.,SOLARINDS,NSE,Chemicals,Chemicals,68943.00,1.57,44019.00,241705.00,1.71,141145.00,14525.00,3.21,"SOLARINDS,"
Suzlon Energy Ltd.,SUZLON,NSE,Capital Goods,Electric Equipment,36525495.00,1.56,23386675.00,132245471.00,1.88,70446742.00,45.86,1.19,"SUZLON,"
Reliance Power Ltd.,RPOWER,NSE,Power,Power Generation/Distribution,27237353.00,1.54,17685098.00,125266401.00,1.66,75507292.00,26.11,3.57,"RPOWER,"
Emmvee Photovoltaic Power Ltd.,EMMVEE,NSE,Capital Goods,Electric Equipment,1776315.00,1.51,1173977.00,5147474.00,1.78,2889217.00,238.27,2.83,"EMMVEE,"
