Higher Trade and Delivery Quantity,
Date: 08-Apr-2026,
Major Stocks,
Generated by and for: ratnesh.gold@gmail.com,

Stock Name,Symbol,Exch,Sector Name,Industry Name,Delivered Qty,Delv Times (x),Avg Delv Qty,Traded Qty,Traded Times (x),Avg Traded Qty,Close,Chg %,Symbol with Comma for External Upload
Timken India Ltd.,TIMKEN,NSE,Automobile & Ancillaries,Bearings,44805.00,3.21,13944.00,72564.00,2.16,33541.00,3444.90,5.08,"TIMKEN,"
Apollo Tyres Ltd.,APOLLOTYRE,NSE,Automobile & Ancillaries,Tyres & Allied,775950.00,3.19,243252.00,2409572.00,4.41,546182.00,436.10,5.63,"APOLLOTYRE,"
Dalmia Bharat Ltd.,DALBHARAT,NSE,Construction Materials,Cement & Construction Materials,294316.00,3.13,93918.00,618388.00,2.68,230819.00,1922.60,4.74,"DALBHARAT,"
Techno Electric & Engineering Company Ltd.,TECHNOE,NSE,Infrastructure,Engineering - Construction,351640.00,3.12,112676.00,538321.00,2.29,235299.00,1078.20,3.11,"TECHNOE,"
The Ramco Cements Ltd.,RAMCOCEM,NSE,Construction Materials,Cement & Construction Materials,279330.00,3.09,90376.00,430754.00,2.39,179935.00,993.25,5.15,"RAMCOCEM,"
RR Kabel Ltd.,RRKABEL,NSE,Electricals,Cable,100576.00,3.07,32737.00,272067.00,3.34,81441.00,1399.80,5.90,"RRKABEL,"
Cemindia Projects Ltd.,CEMPRO,NSE,Infrastructure,Engineering - Construction,510043.00,3.04,167546.00,1045285.00,2.49,419819.00,605.05,7.63,"CEMPRO,"
JK Tyre & Industries Ltd.,JKTYRE,NSE,Automobile & Ancillaries,Tyres & Allied,902778.00,3.04,296608.00,3454084.00,3.71,930692.00,422.65,7.50,"JKTYRE,"
Welspun Corp Ltd.,WELCORP,NSE,Iron & Steel,Steel & Iron Products,656960.00,3.04,215998.00,1368940.00,2.50,547693.00,937.05,6.59,"WELCORP,"
Whirlpool Of India Ltd.,WHIRLPOOL,NSE,Consumer Durables,Consumer Durables - Domestic Appliances,336470.00,2.99,112560.00,527852.00,2.33,226268.00,845.65,2.98,"WHIRLPOOL,"
Maruti Suzuki India Ltd.,MARUTI,NSE,Automobile & Ancillaries,Automobiles - Passenger Cars,649250.00,2.96,219507.00,1026292.00,2.21,463595.00,13602.00,6.28,"MARUTI,"
The Fertilisers And Chemicals Travancore Ltd.,FACT,NSE,Chemicals,Fertilizers,144192.00,2.96,48737.00,918724.00,2.87,320357.00,817.80,3.42,"FACT,"
Balkrishna Industries Ltd.,BALKRISIND,NSE,Automobile & Ancillaries,Tyres & Allied,232536.00,2.91,79920.00,323695.00,1.83,177239.00,2222.70,4.48,"BALKRISIND,"
Alembic Pharmaceuticals Ltd.,APLLTD,NSE,Healthcare,Pharmaceuticals & Drugs,95353.00,2.89,33020.00,157807.00,1.98,79625.00,726.25,5.24,"APLLTD,"
Shipping Corporation Of India Ltd.,SCI,NSE,Logistics,Shipping,2093909.00,2.89,723950.00,5018178.00,1.76,2845485.00,237.57,1.84,"SCI,"
BLS International Services Ltd.,BLS,NSE,Hospitality,Travel Services,1825051.00,2.88,633739.00,39197930.00,8.86,4424638.00,297.89,10.49,"BLS,"
Emmvee Photovoltaic Power Ltd.,EMMVEE,NSE,Capital Goods,Electric Equipment,1454414.00,2.88,505588.00,3422926.00,2.47,1385133.00,223.46,-3.06,"EMMVEE,"
Firstsource Solutions Ltd.,FSL,NSE,Information Technology,BPO/ITeS,1166885.00,2.87,407132.00,2637983.00,2.26,1168906.00,222.40,-2.20,"FSL,"
Titan Company Ltd.,TITAN,NSE,Diamond & Jewellery,Diamond  &  Jewellery,2120914.00,2.85,745429.00,3834533.00,2.80,1367499.00,4492.50,6.19,"TITAN,"
3M India Ltd.,3MINDIA,NSE,Diversified,Diversified,9001.00,2.84,3171.00,16254.00,2.54,6408.00,31595.00,7.98,"3MINDIA,"
ICICI Prudential Asset Management Company Ltd.,ICICIAMC,NSE,Finance,Finance - Asset Management,632081.00,2.79,226788.00,1032494.00,2.22,464234.00,3123.70,3.77,"ICICIAMC,"
Life Insurance Corporation of India,LICI,NSE,Finance,Insurance,1923979.00,2.79,690386.00,4526133.00,2.76,1640075.00,793.70,6.79,"LICI,"
BSE Ltd.,BSE,NSE,Finance,Finance - Others,3272340.00,2.76,1185566.00,10418736.00,2.36,4418519.00,3163.60,7.21,"BSE,"
KEC International Ltd.,KEC,NSE,Infrastructure,Engineering - Construction,548896.00,2.76,199123.00,1467627.00,2.60,564027.00,567.60,6.83,"KEC,"
Interglobe Aviation Ltd.,INDIGO,NSE,Aviation,Airlines,2072085.00,2.75,753362.00,5538528.00,2.25,2465265.00,4615.50,8.12,"INDIGO,"
The Phoenix Mills Ltd.,PHOENIXLTD,NSE,Realty,Construction - Real Estate,968942.00,2.75,352893.00,1590912.00,2.30,692257.00,1713.10,7.27,"PHOENIXLTD,"
Berger Paints India Ltd.,BERGEPAINT,NSE,Chemicals,Paints,310343.00,2.74,113059.00,599265.00,2.36,254177.00,435.70,1.36,"BERGEPAINT,"
Angel One Ltd.,ANGELONE,NSE,Finance,Finance - Stock Broking,5833628.00,2.72,2145834.00,16338003.00,2.48,6591553.00,267.62,8.74,"ANGELONE,"
Hindustan Petroleum Corporation Ltd.,HINDPETRO,NSE,Crude Oil,Refineries,8891370.00,2.72,3270584.00,25974676.00,2.97,8751638.00,364.25,9.91,"HINDPETRO,"
Endurance Technologies Ltd.,ENDURANCE,NSE,Automobile & Ancillaries,Auto Ancillary,139334.00,2.67,52098.00,210944.00,2.10,100413.00,2359.10,6.38,"ENDURANCE,"
Transformers & Rectifiers (India) Ltd.,TARIL,NSE,Capital Goods,Electric Equipment,2527747.00,2.65,954855.00,5209511.00,1.60,3247296.00,281.50,4.86,"TARIL,"
ABB India Ltd.,ABB,NSE,Capital Goods,Electric Equipment,302859.00,2.63,115270.00,626418.00,2.13,294135.00,6565.00,4.72,"ABB,"
Polycab India Ltd.,POLYCAB,NSE,Electricals,Cable,397726.00,2.59,153429.00,713512.00,1.74,410183.00,7600.50,5.17,"POLYCAB,"
DLF Ltd.,DLF,NSE,Realty,Construction - Real Estate,8305872.00,2.56,3240307.00,14722143.00,2.30,6404889.00,572.85,7.26,"DLF,"
Belrise Industries Ltd.,BELRISE,NSE,Automobile & Ancillaries,Auto Ancillary,2771628.00,2.53,1094791.00,5574630.00,1.78,3129423.00,194.21,2.16,"BELRISE,"
Cello World Ltd.,CELLO,NSE,Trading,Trading,1152802.00,2.48,465099.00,1640578.00,2.73,601492.00,422.50,4.93,"CELLO,"
Ambuja Cements Ltd.,AMBUJACEM,NSE,Construction Materials,Cement & Construction Materials,3479453.00,2.47,1408786.00,7851973.00,2.45,3203538.00,446.75,6.26,"AMBUJACEM,"
Central Depository Services (India) Ltd.,CDSL,NSE,Finance,Depository Services,1684760.00,2.47,683255.00,4449476.00,2.01,2211708.00,1287.40,6.97,"CDSL,"
JSW Infrastructure Ltd.,JSWINFRA,NSE,Logistics,Port,2968722.00,2.42,1228861.00,6113463.00,2.53,2418732.00,254.92,8.80,"JSWINFRA,"
Elecon Engineering Company Ltd.,ELECON,NSE,Capital Goods,Engineering - Industrial Equipments,378461.00,2.38,158890.00,741690.00,1.67,443711.00,419.60,6.24,"ELECON,"
Shriram Finance Ltd.,SHRIRAMFIN,NSE,Finance,Finance - NBFC,8550795.00,2.38,3595571.00,18256527.00,2.21,8266733.00,1023.20,9.94,"SHRIRAMFIN,"
Triveni Turbine Ltd.,TRITURBINE,NSE,Capital Goods,Engineering - Industrial Equipments,315791.00,2.36,133554.00,631498.00,2.01,314824.00,464.75,1.73,"TRITURBINE,"
Mahindra & Mahindra Financial Services Ltd.,M&MFIN,NSE,Finance,Finance - NBFC,3729304.00,2.34,1592991.00,6892985.00,1.99,3469648.00,296.70,6.92,"M&MFIN,"
Anupam Rasayan India Ltd.,ANURAS,NSE,Chemicals,Chemicals,149684.00,2.33,64172.00,235760.00,1.80,131074.00,1260.80,1.34,"ANURAS,"
Nuvoco Vistas Corporation Ltd.,NUVOCO,NSE,Construction Materials,Cement & Construction Materials,173977.00,2.31,75303.00,331113.00,2.03,163492.00,304.90,4.36,"NUVOCO,"
UCO Bank,UCOBANK,NSE,Banking,Bank - Public,6320402.00,2.30,2744504.00,14235438.00,1.68,8464207.00,25.92,6.54,"UCOBANK,"
Procter & Gamble Hygiene and Health Care Ltd.,PGHH,NSE,Fast Moving Consumer Goods,Household & Personal Products,23616.00,2.28,10377.00,41026.00,1.94,21150.00,9584.00,-1.28,"PGHH,"
Clean Science And Technology Ltd.,CLEAN,NSE,Chemicals,Chemicals,227142.00,2.27,100100.00,432809.00,1.91,226670.00,731.85,5.69,"CLEAN,"
Craftsman Automation Ltd.,CRAFTSMAN,NSE,Automobile & Ancillaries,Auto Ancillary,36083.00,2.27,15916.00,167271.00,5.31,31472.00,7351.50,9.00,"CRAFTSMAN,"
JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,NSE,Healthcare,Pharmaceuticals & Drugs,397512.00,2.27,175495.00,578001.00,1.88,308077.00,1942.50,-0.99,"JBCHEPHARM,"
360 One Wam Ltd.,360ONE,NSE,Finance,Finance - Stock Broking,1729374.00,2.26,765108.00,3000755.00,2.48,1208325.00,971.70,4.57,"360ONE,"
Bandhan Bank Ltd.,BANDHANBNK,NSE,Banking,Bank - Private,10097234.00,2.24,4509007.00,26384852.00,2.61,10106988.00,164.75,10.47,"BANDHANBNK,"
JSW Cement Ltd.,JSWCEMENT,NSE,Construction Materials,Cement & Construction Materials,1179991.00,2.24,527760.00,3170163.00,2.69,1178802.00,126.68,5.44,"JSWCEMENT,"
Kirloskar Oil Engines Ltd.,KIRLOSENG,NSE,Capital Goods,Engineering - Industrial Equipments,225735.00,2.22,101775.00,551883.00,2.23,247947.00,1465.40,4.80,"KIRLOSENG,"
PVR Inox Ltd.,PVRINOX,NSE,Media & Entertainment,"Film Production, Distribution & Entertainment",383959.00,2.22,172992.00,584639.00,1.74,336940.00,955.05,0.91,"PVRINOX,"
Anand Rathi Wealth Ltd.,ANANDRATHI,NSE,Finance,Finance - Others,226072.00,2.21,102281.00,421720.00,1.97,213794.00,3398.50,3.22,"ANANDRATHI,"
Bank Of Maharashtra,MAHABANK,NSE,Banking,Bank - Public,12292653.00,2.21,5559902.00,29587648.00,1.75,16860667.00,69.94,5.11,"MAHABANK,"
Petronet LNG Ltd.,PETRONET,NSE,Industrials Gases & Fuels,Industrial  Gases & Fuels,4175451.00,2.21,1891733.00,8748569.00,2.02,4320627.00,270.41,6.01,"PETRONET,"
Kalyan Jewellers India Ltd.,KALYANKJIL,NSE,Diamond & Jewellery,Diamond  &  Jewellery,3590271.00,2.18,1649634.00,10391357.00,1.52,6825701.00,445.55,7.53,"KALYANKJIL,"
Adani Energy Solutions Ltd.,ADANIENSOL,NSE,Power,Power Generation/Distribution,1225959.00,2.17,565197.00,4475280.00,2.67,1675818.00,1073.30,8.83,"ADANIENSOL,"
Cera Sanitaryware Ltd.,CERA,NSE,Construction Materials,Ceramics/Marble/Granite/Sanitaryware,11653.00,2.17,5373.00,34396.00,2.93,11739.00,5053.40,5.08,"CERA,"
Larsen & Toubro Ltd.,LT,NSE,Infrastructure,Engineering - Construction,4148816.00,2.17,1908834.00,7368477.00,2.02,3641517.00,4005.90,7.59,"LT,"
Exide Industries Ltd.,EXIDEIND,NSE,Automobile & Ancillaries,Batteries,1146786.00,2.16,531453.00,2826346.00,1.76,1602556.00,314.15,5.69,"EXIDEIND,"
Power Finance Corporation Ltd.,PFC,NSE,Finance,Finance Term Lending,8960027.00,2.13,4207660.00,14645774.00,1.79,8171713.00,417.65,2.52,"PFC,"
LT Foods Ltd.,LTFOODS,NSE,Fast Moving Consumer Goods,Consumer Food,384305.00,2.11,181787.00,1338936.00,2.54,526862.00,408.60,6.21,"LTFOODS,"
Aurobindo Pharma Ltd.,AUROPHARMA,NSE,Healthcare,Pharmaceuticals & Drugs,1832579.00,2.08,883004.00,3256118.00,1.63,2003620.00,1335.70,0.43,"AUROPHARMA,"
JM Financial Ltd.,JMFINANCIL,NSE,Finance,Finance - Investment,1962498.00,2.08,944894.00,5210257.00,1.99,2616760.00,128.90,6.85,"JMFINANCIL,"
Adani Ports and Special Economic Zone Ltd.,ADANIPORTS,NSE,Logistics,Port,2528356.00,2.06,1224560.00,7636467.00,2.71,2816713.00,1453.30,5.24,"ADANIPORTS,"
AU Small Finance Bank Ltd.,AUBANK,NSE,Banking,Bank - Private,2481869.00,2.05,1212756.00,4895295.00,1.94,2519819.00,967.80,8.93,"AUBANK,"
Saregama India Ltd.,SAREGAMA,NSE,Media & Entertainment,"Film Production, Distribution & Entertainment",432349.00,2.05,211092.00,848726.00,2.20,385983.00,320.95,3.17,"SAREGAMA,"
Force Motors Ltd.,FORCEMOT,NSE,Automobile & Ancillaries,Automobiles-Trucks/Lcv,74987.00,2.04,36831.00,380174.00,2.83,134368.00,22075.00,10.82,"FORCEMOT,"
Hindustan Unilever Ltd.,HINDUNILVR,NSE,Fast Moving Consumer Goods,Household & Personal Products,2303116.00,2.04,1128203.00,3794437.00,1.84,2062715.00,2145.60,1.66,"HINDUNILVR,"
Nava Ltd.,NAVA,NSE,Ferro Manganese,Ferro & Silica Manganese,192391.00,2.04,94469.00,322638.00,1.60,201433.00,580.10,3.00,"NAVA,"
Aavas Financiers Ltd.,AAVAS,NSE,Finance,Finance - Housing,161746.00,2.02,79904.00,263889.00,1.77,149417.00,1209.30,7.51,"AAVAS,"
Caplin Point Laboratories Ltd.,CAPLIPOINT,NSE,Healthcare,Pharmaceuticals & Drugs,108186.00,2.02,53428.00,170696.00,1.77,96322.00,1660.30,3.09,"CAPLIPOINT,"
Jubilant FoodWorks Ltd.,JUBLFOOD,NSE,Fast Moving Consumer Goods,Consumer Food,4743682.00,2.02,2347591.00,12865710.00,1.60,8017038.00,435.75,5.47,"JUBLFOOD,"
Poonawalla Fincorp Ltd.,POONAWALLA,NSE,Finance,Finance - NBFC,1157904.00,2.02,574603.00,2278099.00,1.81,1257426.00,414.80,2.48,"POONAWALLA,"
BASF India Ltd.,BASF,NSE,Chemicals,Chemicals,26374.00,2.01,13147.00,54070.00,1.89,28604.00,3578.10,7.80,"BASF,"
Indian Overseas Bank,IOB,NSE,Banking,Bank - Public,3515556.00,2.01,1746030.00,8934787.00,1.70,5247976.00,34.43,4.52,"IOB,"
Zensar Technologies Ltd.,ZENSARTECH,NSE,Information Technology,IT - Software,446684.00,2.00,222980.00,687150.00,1.56,440082.00,549.75,0.34,"ZENSARTECH,"
Mahanagar Gas Ltd.,MGL,NSE,Gas Transmission,Gas Transmission/Marketing,320184.00,1.98,161814.00,746235.00,2.44,305805.00,1008.55,5.61,"MGL,"
Godrej Consumer Products Ltd.,GODREJCP,NSE,Fast Moving Consumer Goods,Household & Personal Products,2118651.00,1.92,1104910.00,3314700.00,1.53,2162936.00,1075.15,4.47,"GODREJCP,"
One97 Communications Ltd.,PAYTM,NSE,Information Technology,Fintech,1687434.00,1.92,876723.00,4233641.00,1.71,2475942.00,1112.95,8.22,"PAYTM,"
Tata Motors Passenger Vehicles Ltd.,TMPV,NSE,Automobile & Ancillaries,Automobiles - Passenger Cars,8143895.00,1.92,4240947.00,20930060.00,2.12,9877838.00,334.75,8.44,"TMPV,"
Jaiprakash Power Ventures Ltd.,JPPOWER,NSE,Power,Power Generation/Distribution,31454556.00,1.91,16469810.00,116581653.00,1.63,71372370.00,16.44,8.16,"JPPOWER,"
PG Electroplast Ltd.,PGEL,NSE,Consumer Durables,Consumer Durables - Domestic Appliances,2449902.00,1.91,1283327.00,8706149.00,1.60,5433827.00,482.35,9.46,"PGEL,"
Bharti Hexacom Ltd.,BHARTIHEXA,NSE,Telecom,Telecommunication - Service  Provider,257744.00,1.90,135382.00,333129.00,1.55,215539.00,1535.50,0.85,"BHARTIHEXA,"
Pidilite Industries Ltd.,PIDILITIND,NSE,Chemicals,Chemicals,934492.00,1.87,500798.00,1855865.00,2.01,923911.00,1355.00,4.63,"PIDILITIND,"
Ultratech Cement Ltd.,ULTRACEMCO,NSE,Construction Materials,Cement & Construction Materials,376897.00,1.87,201852.00,612764.00,1.51,407101.00,11603.00,6.10,"ULTRACEMCO,"
IDBI Bank Ltd.,IDBI,NSE,Banking,Bank - Private,12136258.00,1.86,6519769.00,32852502.00,1.62,20271486.00,73.57,5.64,"IDBI,"
Delhivery Ltd.,DELHIVERY,NSE,Logistics,Logistics,2216961.00,1.85,1198057.00,4701999.00,1.94,2426968.00,459.85,4.04,"DELHIVERY,"
Castrol India Ltd.,CASTROLIND,NSE,Automobile & Ancillaries,Lubricants,1298589.00,1.83,710127.00,2156614.00,1.61,1338764.00,179.25,0.45,"CASTROLIND,"
HDB Financial Services Ltd.,HDBFS,NSE,Finance,Finance - NBFC,941516.00,1.82,518290.00,1407755.00,1.62,867575.00,625.90,7.50,"HDBFS,"
Coal India Ltd.,COALINDIA,NSE,Mining,Mining & Minerals,11091427.00,1.81,6131370.00,20653569.00,1.60,12899307.00,449.25,-2.97,"COALINDIA,"
Billionbrains Garage Ventures Ltd.,GROWW,NSE,Finance,Finance - Stock Broking,14434604.00,1.79,8048655.00,58158703.00,2.68,21739101.00,181.01,8.64,"GROWW,"
Five-Star Business Finance Ltd.,FIVESTAR,NSE,Finance,Finance - NBFC,1445449.00,1.78,814072.00,3486356.00,2.23,1562457.00,407.20,8.82,"FIVESTAR,"
Aegis Vopak Terminals Ltd.,AEGISVOPAK,NSE,Miscellaneous,Miscellaneous,612059.00,1.77,346740.00,1583696.00,1.77,896817.00,190.55,9.18,"AEGISVOPAK,"
Bosch Ltd.,BOSCHLTD,NSE,Automobile & Ancillaries,Auto Ancillary,35327.00,1.77,19969.00,107352.00,1.69,63490.00,35935.00,7.45,"BOSCHLTD,"
Netweb Technologies India Ltd.,NETWEB,NSE,Consumer Durables,IT - Hardware,310208.00,1.77,175452.00,1232904.00,1.83,672446.00,3311.40,2.20,"NETWEB,"
Schaeffler India Ltd.,SCHAEFFLER,NSE,Automobile & Ancillaries,Bearings,85234.00,1.77,48220.00,155420.00,1.89,82389.00,3884.70,4.81,"SCHAEFFLER,"
Olectra Greentech Ltd.,OLECTRA,NSE,Automobile & Ancillaries,Automobiles-Trucks/Lcv,287473.00,1.74,165424.00,1063615.00,1.59,670711.00,1085.90,5.83,"OLECTRA,"
Aditya Birla Sun Life AMC Ltd.,ABSLAMC,NSE,Finance,Finance - Asset Management,191380.00,1.69,113424.00,437020.00,1.61,271981.00,973.80,4.69,"ABSLAMC,"
Honasa Consumer Ltd.,HONASA,NSE,Trading,Trading,588777.00,1.69,347872.00,1038822.00,1.56,665107.00,313.40,3.55,"HONASA,"
Sumitomo Chemical India Ltd.,SUMICHEM,NSE,Chemicals,Pesticides & Agrochemicals,138722.00,1.69,82076.00,284490.00,1.65,172326.00,410.40,4.36,"SUMICHEM,"
Asian Paints Ltd.,ASIANPAINT,NSE,Chemicals,Paints,1620146.00,1.68,964226.00,2914767.00,1.73,1683752.00,2282.40,4.40,"ASIANPAINT,"
Bajaj Holdings & Investment Ltd.,BAJAJHLDNG,NSE,Finance,Finance - NBFC,48373.00,1.68,28852.00,101490.00,1.55,65649.00,9970.00,7.94,"BAJAJHLDNG,"
Bharat Petroleum Corporation Ltd.,BPCL,NSE,Crude Oil,Refineries,11544759.00,1.65,7011457.00,26646510.00,1.87,14283238.00,298.10,7.44,"BPCL,"
Bharat Forge Ltd.,BHARATFORG,NSE,Automobile & Ancillaries,Forgings,876211.00,1.64,533479.00,1961222.00,1.57,1251046.00,1781.40,6.59,"BHARATFORG,"
Indian Oil Corporation Ltd.,IOC,NSE,Crude Oil,Refineries,17462332.00,1.64,10629037.00,45807508.00,1.85,24712292.00,143.35,6.63,"IOC,"
Nippon Life India Asset Management Ltd.,NAM-INDIA,NSE,Finance,Finance - Asset Management,930855.00,1.63,572538.00,2431425.00,2.18,1114450.00,903.20,8.69,"NAM-INDIA,"
Ashok Leyland Ltd.,ASHOKLEY,NSE,Automobile & Ancillaries,Automobiles-Trucks/Lcv,36170042.00,1.61,22429694.00,102302775.00,2.34,43728316.00,172.48,12.78,"ASHOKLEY,"
Campus Activewear Ltd.,CAMPUS,NSE,Retailing,Footwear,153927.00,1.61,95409.00,390170.00,1.65,235945.00,243.59,4.89,"CAMPUS,"
TVS Motor Company Ltd.,TVSMOTOR,NSE,Automobile & Ancillaries,Automobile Two & Three Wheelers,827555.00,1.61,514932.00,1532962.00,1.52,1011369.00,3701.40,6.65,"TVSMOTOR,"
Maharashtra Scooters Ltd.,MAHSCOOTER,NSE,Finance,Finance - Investment,3882.00,1.60,2419.00,7888.00,1.51,5215.00,12956.00,6.37,"MAHSCOOTER,"
Schneider Electric Infrastructure Ltd.,SCHNEIDER,NSE,Capital Goods,Electric Equipment,203617.00,1.59,127707.00,203617.00,1.59,127707.00,973.80,5.00,"SCHNEIDER,"
Rashtriya Chemicals and Fertilizers Ltd.,RCF,NSE,Chemicals,Fertilizers,1092619.00,1.56,700245.00,4989177.00,2.17,2302936.00,125.51,6.72,"RCF,"
Muthoot Finance Ltd.,MUTHOOTFIN,NSE,Finance,Finance - NBFC,561649.00,1.52,369232.00,1290282.00,1.62,797706.00,3503.30,8.08,"MUTHOOTFIN,"
Tata Capital Ltd.,TATACAP,NSE,Finance,Finance - NBFC,1438610.00,1.52,943558.00,3710035.00,2.16,1720754.00,326.40,5.82,"TATACAP,"
