Higher Trade and Delivery Quantity,
Date: 16-Apr-2026,
Major Stocks,
Generated by and for: ratnesh.gold@gmail.com,

Stock Name,Symbol,Exch,Sector Name,Industry Name,Delivered Qty,Delv Times (x),Avg Delv Qty,Traded Qty,Traded Times (x),Avg Traded Qty,Close,Chg %,Symbol with Comma for External Upload
Intellect Design Arena Ltd.,INTELLECT,NSE,Information Technology,IT - Software,364893.00,2.00,182396.00,912657.00,1.99,457828.00,698.95,1.31,"INTELLECT,"
Redington Ltd.,REDINGTON,NSE,Trading,Trading,3167782.00,1.99,1595812.00,7259133.00,1.69,4307289.00,227.78,1.34,"REDINGTON,"
International Gemological Institute Ltd.,IGIL,NSE,Other,Business Support,478776.00,1.94,247391.00,1647133.00,3.69,446983.00,368.95,5.08,"IGIL,"
Poonawalla Fincorp Ltd.,POONAWALLA,NSE,Finance,Finance - NBFC,3402513.00,1.92,1776264.00,5836499.00,1.53,3826662.00,407.15,-1.75,"POONAWALLA,"
Tejas Networks Ltd.,TEJASNET,NSE,Telecom,Telecommunication - Equipment,1431113.00,1.89,757986.00,7869939.00,2.01,3921865.00,432.25,-3.91,"TEJASNET,"
MMTC Ltd.,MMTC,NSE,Trading,Trading,1401262.00,1.86,754174.00,6521016.00,2.62,2492538.00,61.91,2.28,"MMTC,"
Can Fin Homes Ltd.,CANFINHOME,NSE,Finance,Finance - Housing,134666.00,1.84,73051.00,478307.00,3.56,134503.00,858.80,0.19,"CANFINHOME,"
Jaiprakash Power Ventures Ltd.,JPPOWER,NSE,Power,Power Generation/Distribution,69673037.00,1.84,37767219.00,305157107.00,1.97,155290975.00,19.61,4.03,"JPPOWER,"
CE Info Systems Ltd.,MAPMYINDIA,NSE,Information Technology,IT - Software,104503.00,1.83,57210.00,230440.00,1.73,132980.00,921.95,-1.39,"MAPMYINDIA,"
Dabur India Ltd.,DABUR,NSE,Fast Moving Consumer Goods,Household & Personal Products,2018774.00,1.82,1107122.00,3639152.00,1.67,2176429.00,427.55,-1.32,"DABUR,"
Lloyds Metals & Energy Ltd.,LLOYDSME,NSE,Iron & Steel,Steel/Sponge Iron/Pig Iron,496462.00,1.79,277747.00,849310.00,1.53,554377.00,1556.70,2.98,"LLOYDSME,"
The Federal Bank Ltd.,FEDERALBNK,NSE,Banking,Bank - Private,6320691.00,1.79,3527735.00,10948325.00,1.54,7127009.00,284.40,-0.85,"FEDERALBNK,"
Astral Ltd.,ASTRAL,NSE,Plastic Products,Plastic Products,636554.00,1.78,357994.00,2338081.00,2.70,864915.00,1578.70,-3.21,"ASTRAL,"
HDFC Asset Management Company Ltd.,HDFCAMC,NSE,Finance,Finance - Asset Management,1394507.00,1.78,782261.00,2949659.00,2.07,1423702.00,2662.20,-0.06,"HDFCAMC,"
NMDC Ltd.,NMDC,NSE,Mining,Mining & Minerals,18422915.00,1.77,10382554.00,40443893.00,1.65,24546770.00,87.16,-0.01,"NMDC,"
Power Finance Corporation Ltd.,PFC,NSE,Finance,Finance Term Lending,10593994.00,1.76,6018023.00,23065922.00,1.94,11881881.00,458.90,3.18,"PFC,"
Gabriel India Ltd.,GABRIEL,NSE,Automobile & Ancillaries,Auto Ancillary,206761.00,1.75,118294.00,453692.00,1.66,273761.00,996.95,3.38,"GABRIEL,"
Aditya Infotech Ltd.,CPPLUS,NSE,Trading,Trading,284777.00,1.73,164287.00,656672.00,1.87,350677.00,2098.40,1.52,"CPPLUS,"
Inox Wind Ltd.,INOXWIND,NSE,Capital Goods,Electric Equipment,9026780.00,1.70,5316661.00,28416768.00,1.51,18854056.00,95.40,2.13,"INOXWIND,"
Niva Bupa Health Insurance Company Ltd.,NIVABUPA,NSE,Finance,Insurance,506123.00,1.69,299899.00,1484394.00,2.01,739044.00,78.50,3.06,"NIVABUPA,"
Engineers India Ltd.,ENGINERSIN,NSE,Infrastructure,Engineering - Construction,2681415.00,1.60,1671199.00,10361403.00,2.48,4183319.00,228.32,3.83,"ENGINERSIN,"
Gujarat State Petronet Ltd.,GSPL,NSE,Gas Transmission,Gas Transmission/Marketing,663814.00,1.59,416606.00,1608909.00,1.95,822992.00,252.29,3.83,"GSPL,"
Star Health and Allied Insurance Company Ltd.,STARHEALTH,NSE,Finance,Insurance,362028.00,1.57,230567.00,729196.00,1.87,389303.00,496.65,3.68,"STARHEALTH,"
Tata Elxsi Ltd.,TATAELXSI,NSE,Information Technology,IT - Software,83316.00,1.57,53065.00,304117.00,1.58,192758.00,4593.60,1.17,"TATAELXSI,"
HCL Technologies Ltd.,HCLTECH,NSE,Information Technology,IT - Software,2961588.00,1.56,1896942.00,5229848.00,1.53,3407367.00,1450.20,-0.08,"HCLTECH,"
IndusInd Bank Ltd.,INDUSINDBK,NSE,Banking,Bank - Private,1534583.00,1.54,995135.00,3785293.00,1.52,2488126.00,847.90,0.93,"INDUSINDBK,"
Titagarh Rail Systems Ltd.,TITAGARH,NSE,Automobile & Ancillaries,Railways Wagons,475652.00,1.52,312378.00,2270569.00,1.66,1369263.00,737.45,2.77,"TITAGARH,"
Pfizer Ltd.,PFIZER,NSE,Healthcare,Pharmaceuticals & Drugs,10020.00,1.51,6635.00,21545.00,1.70,12689.00,4859.20,-0.74,"PFIZER,"
