Higher Trade and Delivery Quantity,
Date: 10-Apr-2026,
Major Stocks,
Generated by and for: ratnesh.gold@gmail.com,

Stock Name,Symbol,Exch,Sector Name,Industry Name,Delivered Qty,Delv Times (x),Avg Delv Qty,Traded Qty,Traded Times (x),Avg Traded Qty,Close,Chg %,Symbol with Comma for External Upload
Allied Blenders And Distillers Ltd.,ABDL,NSE,Alcohol,Breweries & Distilleries,583022.00,3.18,183205.00,2138634.00,4.65,460213.00,509.40,9.18,"ABDL,"
SBFC Finance Ltd.,SBFC,NSE,Finance,Finance - NBFC,1971806.00,3.05,646022.00,6503671.00,5.44,1195334.00,92.68,5.34,"SBFC,"
Syngene International Ltd.,SYNGENE,NSE,Healthcare,Pharmaceuticals & Drugs,2039562.00,3.00,680380.00,2567574.00,2.26,1134400.00,404.65,2.94,"SYNGENE,"
Hitachi Energy India Ltd.,POWERINDIA,NSE,Capital Goods,Electric Equipment,117505.00,2.83,41525.00,301315.00,2.04,148006.00,28425.00,4.06,"POWERINDIA,"
L&T Technology Services Ltd.,LTTS,NSE,Information Technology,IT - Software,88824.00,2.82,31505.00,190179.00,2.28,83525.00,3446.50,3.40,"LTTS,"
Olectra Greentech Ltd.,OLECTRA,NSE,Automobile & Ancillaries,Automobiles-Trucks/Lcv,568178.00,2.75,206401.00,3340160.00,3.82,874333.00,1184.25,4.68,"OLECTRA,"
Adani Total Gas Ltd.,ATGL,NSE,Gas Transmission,Gas Transmission/Marketing,1333166.00,2.74,487419.00,7676199.00,1.80,4270143.00,581.05,5.66,"ATGL,"
HFCL Ltd.,HFCL,NSE,Telecom,Telecom-Infrastructure,22457417.00,2.72,8258265.00,65713388.00,2.26,29016730.00,84.40,6.02,"HFCL,"
Aditya Birla Real Estate Ltd.,ABREL,NSE,Realty,Construction - Real Estate,327709.00,2.68,122080.00,1096732.00,1.63,671376.00,1361.10,5.56,"ABREL,"
Urban Company Ltd.,URBANCO,NSE,Other,Professional Services,3223554.00,2.66,1212353.00,15327362.00,4.63,3312087.00,134.52,5.80,"URBANCO,"
Aditya Birla Sun Life AMC Ltd.,ABSLAMC,NSE,Finance,Finance - Asset Management,336745.00,2.65,127261.00,663943.00,2.14,310731.00,997.85,3.11,"ABSLAMC,"
Sundaram Finance Ltd.,SUNDARMFIN,NSE,Finance,Finance - NBFC,103365.00,2.61,39636.00,145908.00,1.89,77304.00,4932.50,0.76,"SUNDARMFIN,"
Devyani International Ltd.,DEVYANI,NSE,Fast Moving Consumer Goods,Consumer Food,4086306.00,2.60,1571983.00,10736463.00,2.65,4048922.00,108.55,3.75,"DEVYANI,"
eClerx Services Ltd.,ECLERX,NSE,Information Technology,BPO/ITeS,221923.00,2.49,89202.00,365816.00,1.93,189197.00,1498.50,0.17,"ECLERX,"
Wipro Ltd.,WIPRO,NSE,Information Technology,IT - Software,19312043.00,2.45,7888662.00,51219565.00,2.53,20260353.00,204.88,0.99,"WIPRO,"
The Ramco Cements Ltd.,RAMCOCEM,NSE,Construction Materials,Cement & Construction Materials,221820.00,2.40,92430.00,289528.00,1.73,167842.00,991.20,1.11,"RAMCOCEM,"
Poonawalla Fincorp Ltd.,POONAWALLA,NSE,Finance,Finance - NBFC,2572743.00,2.36,1091968.00,5800292.00,2.49,2329431.00,400.25,-0.37,"POONAWALLA,"
Atul Ltd.,ATUL,NSE,Chemicals,Chemicals,14030.00,2.29,6115.00,23083.00,1.76,13108.00,6450.00,-0.10,"ATUL,"
Tata Investment Corporation Ltd.,TATAINVEST,NSE,Finance,Finance - NBFC,470808.00,2.27,207221.00,1445388.00,1.78,810814.00,665.65,4.52,"TATAINVEST,"
Bajaj Auto Ltd.,BAJAJ-AUTO,NSE,Automobile & Ancillaries,Automobile Two & Three Wheelers,374659.00,2.26,165602.00,738971.00,1.89,391817.00,9813.50,3.12,"BAJAJ-AUTO,"
Aditya Birla Fashion and Retail Ltd.,ABFRL,NSE,Retailing,Retailing,6809470.00,2.22,3063588.00,12985011.00,2.09,6213378.00,60.33,3.25,"ABFRL,"
ABB India Ltd.,ABB,NSE,Capital Goods,Electric Equipment,389451.00,2.19,178213.00,798909.00,1.99,401310.00,6859.50,3.71,"ABB,"
Elecon Engineering Company Ltd.,ELECON,NSE,Capital Goods,Engineering - Industrial Equipments,416482.00,2.19,190555.00,1024193.00,2.17,472387.00,419.50,-1.49,"ELECON,"
PB Fintech Ltd.,POLICYBZR,NSE,Information Technology,Fintech,1123194.00,2.18,514465.00,1610123.00,1.57,1028255.00,1509.80,1.10,"POLICYBZR,"
Aadhar Housing Finance Ltd.,AADHARHFC,NSE,Finance,Finance - Housing,368537.00,2.17,170051.00,561142.00,1.87,299371.00,478.60,1.40,"AADHARHFC,"
Tata Consultancy Services Ltd.,TCS,NSE,Information Technology,IT - Software,4380270.00,2.10,2089866.00,10480239.00,2.29,4572985.00,2524.30,-2.50,"TCS,"
Blue Jet Healthcare Ltd.,BLUEJET,NSE,Healthcare,Pharmaceuticals & Drugs,345192.00,2.09,165289.00,770124.00,1.98,388151.00,406.85,9.99,"BLUEJET,"
Coal India Ltd.,COALINDIA,NSE,Mining,Mining & Minerals,12591071.00,2.09,6031469.00,29605732.00,2.44,12108703.00,434.10,-4.40,"COALINDIA,"
Kirloskar Oil Engines Ltd.,KIRLOSENG,NSE,Capital Goods,Engineering - Industrial Equipments,257626.00,2.07,124600.00,514787.00,1.69,303809.00,1473.20,1.05,"KIRLOSENG,"
Siemens Ltd.,SIEMENS,NSE,Capital Goods,Electric Equipment,221691.00,2.04,108795.00,625209.00,2.08,300209.00,3388.50,5.15,"SIEMENS,"
Leela Palaces Hotels & Resorts Ltd.,THELEELA,NSE,Hospitality,"Hotel, Resort & Restaurants",373826.00,2.01,185851.00,476525.00,1.91,249682.00,429.60,1.09,"THELEELA,"
Inventurus Knowledge Solutions Ltd.,IKS,NSE,Information Technology,BPO/ITeS,148443.00,1.96,75598.00,274103.00,1.85,148335.00,1539.70,4.22,"IKS,"
Shree Cement Ltd.,SHREECEM,NSE,Construction Materials,Cement & Construction Materials,53993.00,1.95,27746.00,75983.00,1.55,48907.00,24340.00,1.46,"SHREECEM,"
JK Cement Ltd.,JKCEMENT,NSE,Construction Materials,Cement & Construction Materials,45551.00,1.93,23595.00,76945.00,1.56,49207.00,5719.50,3.26,"JKCEMENT,"
Tata Teleservices (Maharashtra) Ltd.,TTML,NSE,Telecom,Telecommunication - Service  Provider,3167798.00,1.93,1639827.00,20412467.00,2.72,7506834.00,41.94,3.79,"TTML,"
GE Vernova T&D India Ltd.,GVT&D,NSE,Capital Goods,Electric Equipment,683048.00,1.92,356533.00,1163880.00,1.63,714370.00,4067.00,3.98,"GVT&D,"
United Spirits Ltd.,UNITDSPR,NSE,Alcohol,Breweries & Distilleries,995710.00,1.91,521682.00,1592029.00,1.80,885676.00,1268.20,1.48,"UNITDSPR,"
Aether Industries Ltd.,AETHER,NSE,Chemicals,Chemicals,188865.00,1.87,100879.00,398643.00,1.55,257125.00,1190.20,4.97,"AETHER,"
IRB Infrastructure Developers Ltd.,IRB,NSE,Infrastructure,Engineering - Construction,9372363.00,1.85,5067182.00,48448354.00,2.83,17089907.00,21.66,3.69,"IRB,"
Ather Energy Ltd.,ATHERENERG,NSE,Automobile & Ancillaries,Automobile Two & Three Wheelers,1806155.00,1.83,986634.00,8455968.00,2.40,3520563.00,863.05,5.22,"ATHERENERG,"
Exide Industries Ltd.,EXIDEIND,NSE,Automobile & Ancillaries,Batteries,1294490.00,1.83,706238.00,4176699.00,1.89,2204092.00,324.50,4.26,"EXIDEIND,"
GMR Airports Ltd.,GMRAIRPORT,NSE,Aviation,Airport Management Services,10885567.00,1.82,5982516.00,19062866.00,1.56,12223292.00,95.25,0.76,"GMRAIRPORT,"
Afcons Infrastructure Ltd.,AFCONS,NSE,Infrastructure,Engineering - Construction,200495.00,1.81,111049.00,525721.00,1.93,272798.00,324.90,4.59,"AFCONS,"
Sun Pharmaceutical Industries Ltd.,SUNPHARMA,NSE,Healthcare,Pharmaceuticals & Drugs,3944513.00,1.81,2183803.00,8089531.00,2.24,3615792.00,1654.90,-3.62,"SUNPHARMA,"
Gabriel India Ltd.,GABRIEL,NSE,Automobile & Ancillaries,Auto Ancillary,175563.00,1.77,99046.00,375786.00,1.60,235278.00,933.50,2.90,"GABRIEL,"
AIA Engineering Ltd.,AIAENG,NSE,Automobile & Ancillaries,Castings/Forgings,34657.00,1.76,19717.00,73271.00,1.82,40318.00,3773.30,3.90,"AIAENG,"
Info Edge (India) Ltd.,NAUKRI,NSE,Information Technology,BPO/ITeS,1839641.00,1.75,1052934.00,3704112.00,1.83,2023700.00,990.90,-1.15,"NAUKRI,"
Pidilite Industries Ltd.,PIDILITIND,NSE,Chemicals,Chemicals,1039176.00,1.75,593329.00,1610183.00,1.50,1070920.00,1357.10,0.72,"PIDILITIND,"
Berger Paints India Ltd.,BERGEPAINT,NSE,Chemicals,Paints,263775.00,1.72,153005.00,627408.00,1.97,318848.00,454.00,4.37,"BERGEPAINT,"
Lemon Tree Hotels Ltd.,LEMONTREE,NSE,Hospitality,"Hotel, Resort & Restaurants",2535660.00,1.69,1498240.00,5219581.00,1.56,3351491.00,114.15,0.62,"LEMONTREE,"
Schneider Electric Infrastructure Ltd.,SCHNEIDER,NSE,Capital Goods,Electric Equipment,255127.00,1.67,152336.00,255127.00,1.67,152336.00,1010.10,4.48,"SCHNEIDER,"
Apar Industries Ltd.,APARINDS,NSE,Capital Goods,Electric Equipment,54718.00,1.66,32905.00,168276.00,1.58,106342.00,11342.00,5.34,"APARINDS,"
Jyoti CNC Automation Ltd.,JYOTICNC,NSE,Capital Goods,Engineering - Industrial Equipments,221727.00,1.65,134321.00,527130.00,1.71,307911.00,819.20,1.39,"JYOTICNC,"
OLA Electric Mobility Ltd.,OLAELEC,NSE,Automobile & Ancillaries,Automobile Two & Three Wheelers,76072530.00,1.65,46012583.00,1034293039.00,2.61,396564073.00,40.88,12.56,"OLAELEC,"
Sona BLW Precision Forgings Ltd.,SONACOMS,NSE,Automobile & Ancillaries,Auto Ancillary,1463320.00,1.64,891817.00,4735536.00,2.67,1774343.00,554.25,5.97,"SONACOMS,"
Godrej Agrovet Ltd.,GODREJAGRO,NSE,Fast Moving Consumer Goods,Animal Feed,54844.00,1.61,34064.00,151498.00,1.73,87466.00,592.35,0.93,"GODREJAGRO,"
Nava Ltd.,NAVA,NSE,Ferro Manganese,Ferro & Silica Manganese,198895.00,1.60,123950.00,461378.00,1.55,298117.00,601.95,1.26,"NAVA,"
Aegis Logistics Ltd.,AEGISLOG,NSE,Trading,Trading,548635.00,1.59,344559.00,3725391.00,4.42,843304.00,632.45,4.43,"AEGISLOG,"
Godfrey Phillips India Ltd.,GODFRYPHLP,NSE,Fast Moving Consumer Goods,Cigarettes/Tobacco,249751.00,1.53,163039.00,1332260.00,1.70,782246.00,2101.60,3.28,"GODFRYPHLP,"
Astrazeneca Pharma India Ltd.,ASTRAZEN,NSE,Healthcare,Pharmaceuticals & Drugs,5181.00,1.52,3406.00,20230.00,2.73,7411.00,8299.00,3.08,"ASTRAZEN,"
